0,11,0
1,8,2
2,14,6
3,26,8
4,16,5
5,10,9
6,8,10
7,14,8
8,19,8
9,24,13
10,26,14
11,25,16
12,29,17
13,33,13
14,37,13
15,36,17
16,33,15
17,27,8
18,46,16
19,50,9
20,56,15
21,66,19
22,53,16
23,51,11
24,68,22
25,59,19
26,72,19
27,77,23
28,75,24
29,88,18
30,92,20
31,116,16
