0,8,8,6
1,27,13,11
2,113,39,29
3,138,73,42
4,180,78,56
5,241,133,65
6,249,120,71
7,286,177,105
8,442,239,133
9,613,278,172
10,626,281,200
11,622,244,194
12,683,325,205
13,867,327,259
14,996,298,201
15,964,365,267
16,1121,451,249
17,919,412,227
18,1059,471,264
19,1210,422,244
20,1709,413,186
21,1443,272,147
22,1453,240,121
23,1439,272,195
24,1429,163,114
25,1448,97,87
26,1390,124,77
27,1154,72,72
28,1077,33,42
29,1284,47,55
30,964,56,33
31,1053,46,38
