1984,2,1
1985,20,2
1986,37,1
1987,32,4
1988,25,6
1989,22,7
1990,19,6
1991,42,11
1992,40,17
1993,24,15
1994,26,11
1995,30,18
1996,25,14
1997,22,14
1998,30,9
1999,31,13
2000,43,14
2001,41,11
2002,33,5
2003,46,7
2004,60,15
2005,62,11
2006,57,9
2007,48,11
2008,68,9
2009,64,4
2010,63,8
2011,73,12
2012,83,8
2013,82,11
2014,97,9
2015,94,8
