1985,3,0
1986,23,1
1987,24,2
1988,35,6
1989,8,7
1990,15,5
1991,13,2
1992,23,9
1993,27,15
1994,38,12
1995,40,13
1996,51,19
1997,62,20
1998,30,8
1999,50,16
2000,58,15
2001,51,8
2002,50,8
2003,63,9
2004,72,13
2005,90,13
2006,91,18
2007,121,23
2008,148,29
2009,156,23
2010,180,26
2011,153,26
2012,212,30
2013,235,30
2014,232,24
2015,266,32
